台大癌症友善病房把整個森林都搬進去！有草原、步道、毛毛蟲 讓癌友身心都療癒了,https://health.tvbs.com.tw/medical/331132,醫療,醫療焦點,,
6成以上「心因性猝死者」不是心臟病患！營養師盤點3狀況容易加重心臟負擔,https://health.tvbs.com.tw/medical/331131,醫療,醫療焦點,,
冬天衣服晾不乾？超實用必學「晾衣快乾術」5招 只要衣架就能辦到,https://health.tvbs.com.tw/life/331133,樂生活,過好日子,,
跨年發財！3星座、3生肖快買彩券 跨年前後1周「偏財最旺」就是你們,https://health.tvbs.com.tw/life/331130,樂生活,過好日子,,
新冠肺炎康復半年卻去世！中醫、高壓氧..這些復健不只強心肺 連掉髮、肌痛都有效,https://health.tvbs.com.tw/medical/331129,醫療,醫療焦點,,
醫院陪病者新規範！有條件放寬陪病上限2人 明年起每週都要篩檢,https://health.tvbs.com.tw/medical/331128,醫療,防疫快遞,,
真的好冷！39歲男追劇追到「心肌梗塞」無心跳 醫曝5成以上患者猝死前無症狀,https://health.tvbs.com.tw/medical/331127,醫療,醫療焦點,,
3步驟申請「數位新冠病毒健康證明」 明起上午8時開放！,https://health.tvbs.com.tw/medical/331126,醫療,防疫快遞,,
豆漿、黑豆漿、牛奶、燕麥奶怎麼選？想降血脂、減少癌症發生要喝「它」,https://health.tvbs.com.tw/nutrition/331125,營養,營養對策,,
中華空手道代表隊共12人確診！Omicron累計34例 陳時中宣布明年1/4起 入境PCR檢驗報告調整「2日內」,https://health.tvbs.com.tw/medical/331124,醫療,防疫快遞,,
寒流來襲恨不得把棉被穿上身 專家教「這個地方」暖，全身都暖了！,https://health.tvbs.com.tw/medical/331123,養生,養生保健,,
筋太緊害全身頂扣扣！奧運隊醫傳授鬆筋3技巧、筋膜槍不能碰2大地雷區,https://health.tvbs.com.tw/medical/331122,影音,名醫觀點,運動,瑜伽伸展
健保給付異膚新藥太嚴格！台大醫感嘆審核委員超會「審」,https://health.tvbs.com.tw/medical/331121,醫療,醫療焦點,,
3種人氣血不通容易五十肩！早上練「上泳顫掌」柔軟肩關節 2個月手能抬起來了,https://health.tvbs.com.tw/regimen/331120,運動,氣功調氣,,
宿醉好痛苦！營養師推6大醒腦食物，緩解頭痛噁心感,https://health.tvbs.com.tw/nutrition/330863,營養,營養對策,,
跨年冷氣團再發威！醫提醒：天冷別做2件事 小心失溫猝死,https://health.tvbs.com.tw/medical/331119,醫療,醫療焦點,,
冬天剪短髮更減齡！怎麼剪出全智賢短髮俏麗？專家教方臉圓臉也能短得美,https://health.tvbs.com.tw/life/331114,樂生活,過好日子,,
大餐前後必喝優酪乳！營養師曝隔天搭配「2大養腸食物」 啟動腸胃代謝力、熱量甩光光,https://health.tvbs.com.tw/nutrition/331113,營養,營養對策,,
身體受寒老得快！中醫師激推「3款生薑飲」 暖身補氣又消除疲勞,https://health.tvbs.com.tw/nutrition/331078,中醫,藥膳茶飲,,
跑步對膝蓋有1大好處！跑步會造成退化性關節炎？醫：1種情況才會,https://health.tvbs.com.tw/medical/331104,醫療,醫療焦點,,
鹹酥雞「這樣吃」不怕胖！營養師揭「宵夜熱量排行」,https://health.tvbs.com.tw/nutrition/331117,養生,聰明減肥,,
新增1本土非近期感染個案 境外移入23例創今年新高,https://health.tvbs.com.tw/medical/331115,醫療,防疫快遞,,
2021年健康熱搜關鍵字出爐：疫苗、早餐、睡不著都上榜！「不老男神養生」爆紅,https://health.tvbs.com.tw/medical/331019,樂生活,過好日子,,
好怕得肺癌！不吸菸上班族檢出1.5CM肺結節 無創導航術檢查確診肺腺癌1期,https://health.tvbs.com.tw/medical/331112,癌症,抗癌醫學,,
75歲國策顧問陳其南主動脈瓣狹窄「差點走了」！台大醫曝3危險徵兆 不治療壽命剩2年,https://health.tvbs.com.tw/medical/331109,醫療,健康星聞,,
今日無本土確診，台北市饒河夜市卻驚傳有確診者足跡停業到25日,https://health.tvbs.com.tw/medical/331108,醫療,防疫快遞,,
"長輩參加托老中心好划算！每月只要3,000元起，上課、用餐、遊戲、輔能，還能交朋友",https://health.tvbs.com.tw/life/331105,影音,如果云知道,壯世代,玩樂慢活
新冠Omicron一夜新增11例，Delta也有14例夾攻台灣！快打追加劑AZ也很有效,https://health.tvbs.com.tw/medical/331106,醫療,防疫快遞,,
洗筷子別用熱水、菜瓜布！這種筷子壽命短 6招使用技巧免吃毒,https://health.tvbs.com.tw/medical/331103,醫療,醫療焦點,,
耶誕夜、跨年夜冷到爆！擊掌功加暖暖包這樣用 行氣活血暖全身,https://health.tvbs.com.tw/review/331101,影音,節目精華,中醫,穴位保健
胸口灼熱火在燒！中醫師授3招遠離胃食道逆流困擾,https://health.tvbs.com.tw/medical/331100,中醫,中醫治病,,
王力宏稱房子讓妻兒「免費借住18年」 吳淡如點出女人需要買房3 大理由，超現實的,https://health.tvbs.com.tw/life/331102,樂生活,親子家庭,,
耶誕節6件事幫你提升好運！專家教你布局耶誕開運物 必吃「這些食物」,https://health.tvbs.com.tw/life/331099,樂生活,過好日子,,
知道血型就能瘦！「這型」最輕鬆 遇到停滯期的人更要試,https://health.tvbs.com.tw/medical/331098,養生,聰明減肥,,
1動作全身燃脂！「棒式旋轉」強化核心肌群 教練教你瘦身不受傷,https://health.tvbs.com.tw/regimen/331094,運動,健身運動,,
用豆漿煮火鍋越吃越瘦！營養師大推「纖蔬豆奶鍋」 低卡高蛋白助減重、減脂,https://health.tvbs.com.tw/life/331091,養生,聰明減肥,,
1週內吃飯喝水有3次嗆咳，恐有吞嚥困難可能噎死！小心這3種NG餵食超危險,https://health.tvbs.com.tw/medical/331097,醫療,醫療焦點,,
又攔截4例Omicron！疫苗催打沒用、境外移入一直來 陳時中超緊張,https://health.tvbs.com.tw/medical/331096,醫療,防疫快遞,,
性格與疾病有關？醫盤點A型、C型性格最容易自律神經失調，快看你是哪種型,https://health.tvbs.com.tw/medical/331095,醫療,醫療焦點,,
肺癌診斷大躍進！成大AI科技用X光片、免花錢做低劑量斷層掃瞄即可偵測肺癌,https://health.tvbs.com.tw/medical/331093,醫療,醫療焦點,,
香蕉顧心臟防高血壓中風！營養師推5大好處，控糖減重還能抗發炎、改善免疫,https://health.tvbs.com.tw/nutrition/331092,營養,挑好食材,,
股溝「該邊」有腫塊 推回就消失？醫：「嵌頓性疝氣」嚴重將導致敗血症死亡,https://health.tvbs.com.tw/medical/331090,醫療,醫療焦點,,
4種NG行為冬季癢更惡化！醫點名5種人當心了 1動作恐痛不欲生,https://health.tvbs.com.tw/medical/331089,醫療,醫療焦點,,
到老也能一直硬！性治療師「10招提高性能力」 男性必做3種壯陽運動,https://health.tvbs.com.tw/life/331088,養生,養生保健,,
台灣也簽約中！美國FDA核可輝瑞口服新冠肺炎治療新藥 免上醫院在家治療,https://health.tvbs.com.tw/medical/331087,醫療,防疫快遞,,
「這樣睡」也能護眼！中醫分享3養眼祕訣 乾眼症、飛蚊症成因不同,https://health.tvbs.com.tw/medical/331086,中醫,中醫治病,,
早產兒容易發生敗血症原因找到了！長庚研究：與腸道菌叢失調有關,https://health.tvbs.com.tw/medical/331085,醫療,醫療焦點,,
植牙後最怕牙齒又掉落！牙醫授3日常保養法慎防牙齒槽骨又流失,https://health.tvbs.com.tw/medical/331083,醫療,醫療焦點,,
超級健康蒜「黑蒜頭」！4步驟在家就能做 當蜜餞生吃完整營養全下肚,https://health.tvbs.com.tw/life/331084,食譜,輕食甜點,,
自備環保杯至少省5元！明年7月起飲料店禁用保麗龍杯,https://health.tvbs.com.tw/life/331082,樂生活,過好日子,,
抵禦病毒跟細菌入侵！醫師大推6種增加抵抗力食物，讓身體變強壯,https://health.tvbs.com.tw/nutrition/331081,營養,營養對策,,
1碗白飯功效大！醫師點名6種人：長期疲倦、胃食道逆流、便祕、濕疹更要吃,https://health.tvbs.com.tw/regimen/331080,養生,養生保健,,
養生專家最推的護肝、排毒食物！每天2瓣大蒜就足夠 1種吃法效果特好,https://health.tvbs.com.tw/nutrition/331075,營養,營養對策,,
全身劇痛查不到原因、痛到懷疑人生？病因竟是「人際關係不佳」,https://health.tvbs.com.tw/medical/331079,醫療,醫療焦點,,
想要排毒素？舒緩腸胃道？中醫師大推3穴位按摩＋藥餅灸治療消化道疾病,https://health.tvbs.com.tw/review/331076,影音,節目精華,中醫,穴位保健
第2劑、第3劑怎麼選？73萬劑AZ到貨沒人打？其實它混打副作用最低、中和抗體超高,https://health.tvbs.com.tw/medical/331077,醫療,防疫快遞,,
老花突然變清楚別開心！醫盤點7大白內障症狀 1情形當心失明,https://health.tvbs.com.tw/medical/331072,醫療,醫療焦點,,
今14例境外移入病例，波蘭男子打3劑BNT還確診 7+7方案攔截兩例陽性案例,https://health.tvbs.com.tw/medical/331073,醫療,防疫快遞,,
王力宏與李靚蕾離婚醜聞沸沸揚揚 專家：父母決定分開時，安頓孩子身心「3 不3 要」,https://health.tvbs.com.tw/life/331074,樂生活,親子家庭,,
春節返鄉潮恐新一波群聚感染？這國家Omicron變種病毒最多 公衛專家提7大防疫建議,https://health.tvbs.com.tw/medical/331071,醫療,防疫快遞,,
吃得清淡膽固醇還是很高，好怕爆血管？營養師：「這東西」更容易影響血膽固醇,https://health.tvbs.com.tw/nutrition/331069,營養,營養對策,,
低溫來襲「這時間」最易腦中風！氣溫每降1度心梗風險激增2.6% 醫：做好2件事可保命,https://health.tvbs.com.tw/medical/331070,醫療,醫療焦點,,
第3劑疫苗比一比！這種組合保護力最高 副作用最少選這款,https://health.tvbs.com.tw/medical/331068,醫療,防疫快遞,,
遠離死亡「肺癌」！營養師曝4大防癌營養素，這3種蔬菜居然能抑制肝癌發生,https://health.tvbs.com.tw/nutrition/331066,營養,營養對策,,
喝咖啡好處多！助排便、減肥5大效果 營養師教你這樣喝不過量,https://health.tvbs.com.tw/nutrition/331065,營養,營養對策,,
12例境外移入Omicron叩國門 咳嗽、流鼻涕...專家揭5大症狀快注意！,https://health.tvbs.com.tw/medical/331067,醫療,防疫快遞,,
入冬最強冷空氣「寒流」將來襲！醫曝2族群小心中風及心肌梗塞,https://health.tvbs.com.tw/medical/331064,醫療,醫療焦點,,
北市某大學發生水痘群聚感染 專家提醒4種人較容易得 出現紅疹、水泡要小心,https://health.tvbs.com.tw/medical/331063,醫療,醫療焦點,,
每周168斷食2天竟毫無效果？肥胖科醫曝「這個」方法更適合，還能改善心血管,https://health.tvbs.com.tw/medical/331062,養生,聰明減肥,,
避孕藥遭下架！「主成分不足」恐增受孕機會 食藥署回收300萬顆,https://health.tvbs.com.tw/medical/331061,醫療,醫療焦點,,
出國不必隨身帶小黃卡 歐盟宣布台歐數位疫苗證明正式接軌，免攜卡通行60國,https://health.tvbs.com.tw/medical/331060,醫療,防疫快遞,,
吃菠菜預防白內障、老花眼！名醫最推1茶飲防眼睛老化 護眼6招學起來眼睛多用好幾年,https://health.tvbs.com.tw/nutrition/331057,養生,養生保健,,
紅茶、黑咖啡、蘋果茶、蘋果醋降血糖有效嗎？營養師曝這種當心越喝血糖越高,https://health.tvbs.com.tw/nutrition/331056,營養,營養對策,,
天然蔬果五色鹹湯圓上桌 富含抗氧化成份，應景又暖胃,https://health.tvbs.com.tw/nutrition/331059,食譜,輕食甜點,,
昆凌、李愛綺接連發生跌倒意外！醫師教1招訓練平衡感 減少跌倒強化腿力,https://health.tvbs.com.tw/review/331058,影音,節目精華,運動,瑜伽伸展
新冠Omicron來襲，第3劑疫苗選BNT或莫德納？今增10起突破性感染境外移入案例,https://health.tvbs.com.tw/medical/331055,醫療,防疫快遞,,
想要防失眠？營養師曝5大營養素幫助一夜好眠,https://health.tvbs.com.tw/nutrition/331054,營養,營養對策,,
眼睛霧霧≠老花、白內障！醫曝長期吃「這種」藥，小心視網膜病變,https://health.tvbs.com.tw/medical/331053,醫療,醫療焦點,,
TOP 5討人厭蔬菜卻超營養！長壽、通血管、顧眼、護膚又助眠 營養師2吃法讓你不挑食,https://health.tvbs.com.tw/nutrition/331052,營養,營養對策,,
日推微笑白蘿蔔萌爆人心！營養師曝「平民人參」超營養，想抗癌蘿蔔要這樣吃,https://health.tvbs.com.tw/nutrition/331050,營養,挑好食材,,
長得又高又帥也別太高興 氣胸發生率高，有這症狀時快就醫以免致命危險,https://health.tvbs.com.tw/medical/331051,醫療,醫療焦點,,
歌后經營副業虧百萬，壓力大到自律神經失調！醫教4招調節法 吃快樂食物,https://health.tvbs.com.tw/medical/331049,醫療,健康星聞,,
醫盤點7大高鈉隱藏地雷！小心引發水腫、高血壓、腎臟病、中風,https://health.tvbs.com.tw/medical/331048,醫療,醫療焦點,,
冬至是養生進補最後時機！醫學博士：依4種體質挑食進補 「羊肉燉蘿蔔」溫胃禦寒又解膩,https://health.tvbs.com.tw/regimen/331047,養生,養生保健,,
吃豆芽抗癌、防心血管疾病？3種豆芽營養不同，補充鈣質要吃「這個」顏色,https://health.tvbs.com.tw/nutrition/331046,營養,挑好食材,,
熱敷墊、電熱毯都能拿來熱敷？別亂用很危險！物理治療師告訴你使用時機,https://health.tvbs.com.tw/life/331044,樂生活,過好日子,,
喝咖啡抗癌、燃脂、防中風、降脂肪肝！醫曝「這種咖啡」才有效 一天喝幾杯會心悸、骨質疏鬆？,https://health.tvbs.com.tw/nutrition/331043,營養,營養對策,,
王力宏遭前妻爆有性成癮症 諮商專家揭性愛成癮「７症狀」，做1測驗便知,https://health.tvbs.com.tw/medical/331042,醫療,健康星聞,,
洛神花要選這種！1天只要200CC降血脂 花青素之王，是葡萄兩倍、比藍莓高,https://health.tvbs.com.tw/nutrition/331045,營養,挑好食材,,
堅果有油耗味還能吃？營養師曝4招吃堅果最新鮮 一天吃多少堅果才健康？,https://health.tvbs.com.tw/nutrition/331041,營養,營養對策,,
吃花椰米防腦部退化、降膽固醇及心血管疾病、減緩癌細胞生長！營養師曝3大好處,https://health.tvbs.com.tw/nutrition/331039,癌症,癌症飲食,,
自戀是一種大腦病變！醫分析自戀者9個特徵：童年受到創傷,https://health.tvbs.com.tw/medical/331040,樂生活,心靈雞湯,,
冬至4星座健康亮紅燈！專家教你養生不生病 預防過勞、腸胃病、身材走樣,https://health.tvbs.com.tw/life/331038,樂生活,命理星座,,
失眠數羊可能沒效！睡前按摩「1穴位」腳底發熱 促血循又好睡,https://health.tvbs.com.tw/regimen/331036,中醫,穴位保健,,
營養師也愛吃湯圓！4招「湯圓無負擔吃法」 這種湯圓好消化、不易脹氣,https://health.tvbs.com.tw/nutrition/331035,營養,營養對策,,
腳踝扭傷別大意！她10年後變跛腳、腳掌無法平貼地板 踝關節都退化了,https://health.tvbs.com.tw/medical/331037,醫療,醫療焦點,,
接觸「表面污染物」染疫風險高？醫：「1動作」是COVID-19接觸傳播的好媒介,https://health.tvbs.com.tw/medical/331034,醫療,防疫快遞,,
18歲以上全民12/24起開始接種第3劑 4類人應優先施打,https://health.tvbs.com.tw/medical/331033,醫療,防疫快遞,,
提不起勁？走幾步就累？頭髮常掉？營養師：小心醣類攝取不足，身體會囤積毒素,https://health.tvbs.com.tw/nutrition/331031,營養,營養對策,,
常趴在桌上午睡的人小心「肘隧道症候群」 手麻無力常做1動作可減少經壓迫,https://health.tvbs.com.tw/medical/331032,養生,養生保健,,
冬天手腳冰冷怎麼辦？中醫博士授5招幫助手腳自帶暖暖包,https://health.tvbs.com.tw/life/331030,中醫,中醫治病,,
減重減到累就該休息！醫師教你切換「休息模式」 2周後體重又下降,https://health.tvbs.com.tw/medical/331029,養生,聰明減肥,,
身體歪了病痛跟著來！2招「骨盆運動」躺著做 緊實屁股、保護膝蓋很有效,https://health.tvbs.com.tw/regimen/331027,養生,養生保健,,
性愛成癮、自戀型人格也是病？專家說有這些狀況時就要快求助,https://health.tvbs.com.tw/medical/331028,醫療,醫療焦點,,
我是不是自律神經失調？症狀有什麼？醫曝3大影響因子，要先這樣做才重要,https://health.tvbs.com.tw/medical/331026,醫療,醫療焦點,,
為何高學歷女孩發現「媽寶巨嬰」還離不開？媽寶5大特質要睜大眼,https://health.tvbs.com.tw/life/331025,樂生活,親子家庭,,
王力宏從白馬王子變渣男？婚前協議小心這些字眼別簽！全職太太如何爭取應有權益？,https://health.tvbs.com.tw/life/331024,樂生活,親子家庭,,
王力宏想要很多小孩！李靚蕾5年連生3胎 醫曝：小心子宮破裂,https://health.tvbs.com.tw/medical/331022,醫療,健康星聞,,
李靚蕾再爆王力宏「性成癮」恐涉嫌妨害名譽！公眾人物離婚不怕撕破臉 醫師推測2原因,https://health.tvbs.com.tw/life/331021,樂生活,親子家庭,,
「冬至」補運好時機！8招開運法：必吃4食物，拜祖先1供品保佑興旺,https://health.tvbs.com.tw/life/331023,樂生活,命理星座,,
王力宏讓李靚蕾、老粉都心碎！情緒過度刺激「2症狀」暗示心臟很危險,https://health.tvbs.com.tw/medical/331020,醫療,健康星聞,,
6大冬至禁忌別再犯！命理師曝湯圓別吃這顆數 晚上出門必帶1物防撞邪,https://health.tvbs.com.tw/life/331017,樂生活,命理星座,,
冬至必拜3神、吃5食！命理師曝招財、好運來妙招 4生肖必吃1食物化太歲,https://health.tvbs.com.tw/life/331018,樂生活,命理星座,,
天冷最怕爆血管，尤其是吃大餐後脖子緊緊的！專家傳授2招活絡血管、按4個排水消腫穴,https://health.tvbs.com.tw/review/331011,影音,節目精華,運動,氣功調氣
天冷預防猝死！名醫曝養成1習慣最重要 10件事遠離心肌梗塞,https://health.tvbs.com.tw/medical/331009,醫療,醫療焦點,,
1招改善手腳冰冷、預防感冒超有效！跟著彥寬老師「循環顫掌」 趕走體內寒氣、活絡末梢循環,https://health.tvbs.com.tw/regimen/331016,運動,氣功調氣,,
增1死！60多歲男解隔離5個月後過世 指揮中心公布死因：有嚴重後遺症,https://health.tvbs.com.tw/medical/331015,醫療,防疫快遞,,
王力宏被李靚蕾爆料性生活混亂 專家解析背後恐與3個因素有關,https://health.tvbs.com.tw/life/331014,樂生活,親子家庭,,
流目油是乾眼症？醫說「多眨眼」是拯救眼乾最佳法寶 保養4招眼睛不痠澀,https://health.tvbs.com.tw/medical/331013,影音,挖健康,養生,養生保健
新增1例Omicron境外移入 桃園檢疫旅館群聚採檢出爐,https://health.tvbs.com.tw/medical/331012,醫療,防疫快遞,,
誤會大了！烏骨雞沒有比較補 營養師傳授選好雞肉撇步,https://health.tvbs.com.tw/nutrition/331010,營養,挑好食材,,
金馬影帝陳松勇過世 15年糖尿病、高血壓、中風纏身，這習慣易致「不健康餘命」長,https://health.tvbs.com.tw/medical/331008,醫療,健康星聞,,
鈣質不足會造成「減重瓶頸」！瘦不下來加重產後憂鬱 醫教3招急速甩肉,https://health.tvbs.com.tw/medical/331007,養生,聰明減肥,,
冬天手沒流汗怎會得汗皰疹？醫曝擦藥膏後，塗一層「這個」再戴手套好的快、改善乾燥,https://health.tvbs.com.tw/medical/331006,醫療,醫療焦點,,
周末越晚越冷！醫曝「洋蔥式穿法」當心感冒 發熱衣該如何選？,https://health.tvbs.com.tw/regimen/331005,樂生活,過好日子,,
打造「一間珍惜每個生命的醫院」！北醫附醫十大建設形塑新文化,https://health.tvbs.com.tw/life/331004,樂生活,過好日子,,
防疫旅館最易污染物曝光！除了注意水杯…醫曝「這裡」病毒可藏28天,https://health.tvbs.com.tw/medical/331003,醫療,防疫快遞,,
